ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-4ebe83,A-6e7827,,,35,low,86,3.0,
T-00f542,A-158f4e,,,24,medium,83,5.0,
T-75271b,A-751bd4,,,19,medium,101,4.0,
T-dfd61e,A-b2af2e,,,65,low,91,4.0,
T-a56288,A-4a267b,,,5,high,25,5.0,
T-f45502,A-781cc0,,,64,high,120,5.0,
T-3bc756,A-a0ca4e,,,10,low,129,4.0,
T-eb6b8e,A-02cd81,,,9,high,99,4.0,
T-d8ba4b,A-ffc04f,,,1,medium,17,5.0,
T-01c405,A-c16b88,,,36,medium,121,4.0,
T-e6d7c6,A-c58f49,,,13,medium,95,5.0,
T-0f7d84,A-a6d261,,,48,medium,81,4.0,
T-ca8cb0,A-2b9d3e,,,28,low,127,5.0,
T-5d7ef5,A-9ee962,,,64,high,23,4.0,
T-b1720e,A-bb1486,,,13,high,118,4.0,
T-78fcb1,A-39868b,,,18,urgent,16,5.0,
T-3b9fea,A-f97b9a,,,5,low,58,4.0,
T-5df3d2,A-c42f1f,,,37,high,97,4.0,
T-8206d0,A-9bfc9f,,,47,urgent,21,4.0,
T-fa1316,A-712426,,,60,low,169,4.0,
T-ac52cc,A-87aa7b,,,1,medium,64,4.0,
T-e8ac58,A-1ac5e0,,,45,medium,21,5.0,
T-cddf95,A-bcf87c,,,70,medium,40,3.0,
T-f0aca7,A-1b9609,,,62,urgent,74,3.0,
T-c6ee94,A-f446b6,,,18,high,127,4.0,
T-9e6b9a,A-39868b,,,50,high,144,4.0,
T-b04488,A-d40bf7,,,14,urgent,80,5.0,
T-2b0275,A-22f2df,,,57,high,49,4.0,
T-49f7fa,A-68f37c,,,18,high,139,4.0,
T-6676f9,A-3d957b,,,53,high,40,3.0,
T-820846,A-180abf,,,10,medium,44,4.0,
T-d66f0f,A-8b25f2,,,52,medium,15,5.0,
T-4486bf,A-1619f8,,,47,urgent,152,4.0,
T-b51da1,A-354f12,,,66,low,104,4.0,
T-e34acc,A-9bfc9f,,,27,low,30,3.0,
T-8d5902,A-e61e98,,,39,medium,58,5.0,
T-7d878f,A-54d94a,,,67,medium,18,3.0,
T-508c6e,A-151c9a,,,23,medium,176,3.0,
T-233db8,A-a0ca4e,,,34,low,133,3.0,
T-e112be,A-34ea2f,,,40,urgent,74,4.0,
T-d6e90f,A-e4bf56,,,69,urgent,142,3.0,
T-f97a8b,A-0e966d,,,22,medium,100,5.0,
T-ed09ab,A-94d3da,,,25,high,130,4.0,
T-2537ea,A-5a3eb9,,,40,high,71,4.0,
T-17884a,A-104f1a,,,34,medium,38,3.0,
T-2d3ea5,A-e4bf56,,,26,urgent,124,4.0,
T-4d29dc,A-5a92e7,,,25,urgent,147,4.0,
T-273811,A-029f69,,,49,low,85,4.0,
T-ce9e96,A-7a0d69,,,22,high,22,5.0,
T-d3a975,A-3ce5b8,,,34,urgent,169,3.0,
T-2e98ad,A-854864,,,54,medium,90,5.0,
T-d6da92,A-2d1036,,,7,urgent,83,5.0,
T-7b5fdd,A-5a184f,,,4,low,56,5.0,
T-629f53,A-37f969,,,19,low,176,4.0,
T-f367ef,A-c7ffc2,,,63,low,143,4.0,
T-2b2a49,A-39b19f,,,28,medium,174,4.0,
T-e6e80e,A-ffc04f,,,21,urgent,21,4.0,
T-df5e8e,A-b48f73,,,39,high,40,3.0,
T-bf2cc6,A-e2cd1b,,,32,high,162,3.0,
T-b43b6a,A-4ae22a,,,9,urgent,10,4.0,
T-d553b7,A-39b19f,,,25,low,5,4.0,
T-0313d4,A-ad64c6,,,52,medium,173,4.0,
T-8d4cd3,A-f25509,,,68,high,169,4.0,
T-67350b,A-8adedc,,,18,low,19,4.0,
T-81c410,A-3f9cc0,,,56,urgent,138,4.0,
T-e6e1ba,A-d922bf,,,41,medium,146,4.0,
T-91edfc,A-92a3af,,,57,medium,68,4.0,
T-51cf8c,A-fe79a5,,,7,medium,123,5.0,
T-ea95ef,A-751c58,,,32,medium,147,4.0,
T-10ac61,A-2d4502,,,2,urgent,171,5.0,
T-902d96,A-76fa4d,,,59,high,147,4.0,
T-317894,A-0651a4,,,1,high,135,3.0,
T-4e9902,A-42b791,,,13,high,162,5.0,
T-2d6f9d,A-fabe19,,,32,urgent,63,4.0,
T-21a62a,A-bc4d48,,,9,medium,104,5.0,
T-435417,A-02cd81,,,6,urgent,44,5.0,
T-f0ad1e,A-940b8b,,,15,low,164,5.0,
T-9a49dd,A-3ce5b8,,,42,high,65,4.0,
T-20d400,A-c9bb3e,,,35,high,169,4.0,
T-437e48,A-9174e0,,,25,urgent,161,5.0,
T-1948cd,A-bc87bc,,,51,medium,28,4.0,
T-b9ca29,A-e98302,,,64,low,37,4.0,
T-f9f1f5,A-e19ff6,,,51,high,109,4.0,
T-437b2d,A-95b24a,,,33,high,12,3.0,
T-12a7d7,A-80eeb6,,,2,low,59,3.0,
T-99ec8e,A-f9cc74,,,63,low,129,3.0,
T-cb95ef,A-c4ea60,,,58,low,74,3.0,
T-27d929,A-10b8f2,,,59,urgent,26,5.0,
T-6faf48,A-7c83a1,,,3,high,82,5.0,
T-7b5e96,A-b9eed8,,,23,high,162,4.0,
T-cc3d2a,A-b11cd0,,,7,medium,104,4.0,
T-99abf9,A-2edab2,,,1,high,135,3.0,
T-9eecab,A-f3ff05,,,27,high,122,4.0,
T-276a05,A-c37cab,,,62,high,144,3.0,
T-1e080e,A-712426,,,15,urgent,66,5.0,
T-da9234,A-7da956,,,35,medium,112,5.0,
T-a6cf94,A-1b707d,,,32,medium,160,4.0,
T-78ed7c,A-b07346,,,70,high,31,4.0,
T-82f258,A-ff3c73,,,66,medium,79,3.0,
T-256979,A-038089,,,9,low,96,4.0,
T-8e9bd1,A-1f7acb,,,70,medium,131,5.0,
T-544625,A-a8b49c,,,72,low,105,4.0,
T-298948,A-fdfc91,,,53,urgent,105,4.0,
T-21611f,A-82861f,,,29,low,19,3.0,
T-24643b,A-d922bf,,,2,low,130,3.0,
T-2708ab,A-96e141,,,8,medium,42,4.0,
T-5e7096,A-44dc83,,,47,low,35,4.0,
T-7ba83f,A-ffc04f,,,47,high,47,4.0,
T-e14078,A-e2cd1b,,,2,urgent,16,4.0,
T-f2e96f,A-96e141,,,17,urgent,130,4.0,
T-519a0a,A-f5641b,,,62,medium,132,4.0,
T-dca519,A-ce66f8,,,7,urgent,47,4.0,
T-b9e44a,A-1ac5e0,,,62,medium,13,4.0,
T-17e8e9,A-7c6b6b,,,33,high,63,5.0,
T-82ae01,A-49b828,,,6,medium,150,4.0,
T-e51e43,A-4e960a,,,13,low,41,5.0,
T-45e6da,A-1e6fc3,,,33,low,120,3.0,
T-b5aa6f,A-7c83a1,,,44,low,85,4.0,
T-93a37f,A-95b24a,,,9,high,74,4.0,
T-6e76a6,A-625d0b,,,37,urgent,141,4.0,
T-09dd85,A-fd7ad3,,,14,low,12,3.0,
T-1cd0a4,A-35083d,,,54,low,61,5.0,
T-d5ea25,A-9289f6,,,59,low,56,5.0,
T-a4d85c,A-0f6450,,,56,medium,37,3.0,
T-db00f6,A-c1e51e,,,32,urgent,101,3.0,
T-6c817f,A-6da850,,,71,urgent,69,4.0,
T-1bcdb6,A-cbd1a3,,,3,medium,12,4.0,
T-c475b2,A-712533,,,23,high,76,4.0,
T-a3df20,A-39ddf4,,,68,high,118,4.0,
T-7214d0,A-443f6f,,,13,urgent,42,5.0,
T-4cc9eb,A-bc87bc,,,67,low,46,5.0,
T-c1ca2b,A-7920cc,,,33,low,150,5.0,
T-9f48ae,A-22d9d2,,,19,medium,87,5.0,
T-63aaba,A-241e75,,,40,medium,21,4.0,
T-bb3cde,A-bbc346,,,50,urgent,128,4.0,
T-4336b6,A-ed510f,,,57,low,19,4.0,
T-c30ac0,A-2f6a32,,,57,medium,5,4.0,
T-a80aac,A-443b7c,,,35,medium,12,4.0,
T-37c256,A-856b1e,,,65,low,133,4.0,
T-334013,A-3be56b,,,65,medium,96,4.0,
T-970159,A-e888d1,,,46,urgent,95,4.0,
T-ded4a8,A-0a282f,,,48,urgent,35,5.0,
T-9f7253,A-883b7d,,,17,urgent,144,4.0,
T-0a9b1f,A-9208f0,,,19,medium,166,4.0,
T-fa88e4,A-95b24a,,,8,high,122,5.0,
T-665175,A-883b7d,,,21,urgent,13,3.0,
T-2ca24a,A-42e5e1,,,18,high,51,4.0,
T-7bc25b,A-337bc1,,,21,medium,7,4.0,
T-df171c,A-09540c,,,29,high,72,4.0,
T-ed6cdf,A-977ca0,,,72,medium,100,4.0,
T-07f485,A-55f257,,,53,urgent,150,5.0,
T-09825e,A-dbc825,,,22,urgent,34,4.0,
T-bc2607,A-39b19f,,,65,high,155,5.0,
T-df9fc9,A-43a9e3,,,64,urgent,90,4.0,
T-f9ca4b,A-8ed5dd,,,21,low,180,5.0,
T-8d4c7f,A-f446b6,,,55,urgent,68,4.0,
T-a9fa22,A-9a532a,,,70,low,81,4.0,
T-216c7c,A-fa3095,,,26,low,71,5.0,
T-650a6d,A-fe79a5,,,66,high,26,5.0,
T-b01917,A-625d0b,,,64,high,135,4.0,
T-b154de,A-600734,,,71,urgent,57,4.0,
T-8ece2f,A-9123ac,,,3,urgent,102,5.0,
T-e12097,A-86fc1d,,,26,urgent,29,5.0,
T-9e1726,A-5fe118,,,19,urgent,26,4.0,
T-e45d87,A-296d7c,,,28,low,139,5.0,
T-4da38c,A-42e5e1,,,42,low,69,4.0,
T-4fd4ae,A-e7beab,,,54,low,110,4.0,
T-10a089,A-9c18c4,,,56,high,165,4.0,
T-73db23,A-89ee83,,,29,urgent,146,4.0,
T-ebb149,A-0baac2,,,40,high,154,5.0,
T-6b1dfe,A-832ec2,,,4,high,87,4.0,
T-418d3f,A-e98302,,,16,medium,84,4.0,
T-22724b,A-94c3cd,,,61,high,145,3.0,
T-57b938,A-dfbd31,,,65,high,145,4.0,
T-9ce175,A-82d8a6,,,11,medium,164,4.0,
T-1173d2,A-7641d3,,,44,high,88,3.0,
T-fbc3c3,A-65a46c,,,39,urgent,51,4.0,
T-383e2b,A-86fc1d,,,17,urgent,140,4.0,
T-8cb85f,A-d82ef9,,,10,urgent,34,4.0,
T-2b566c,A-cbd1a3,,,70,medium,167,4.0,
T-f93d8a,A-e83938,,,8,medium,41,4.0,
T-1374f5,A-6f50ae,,,26,medium,59,4.0,
T-4adbf1,A-149a69,,,53,urgent,169,4.0,
T-67bfa4,A-eb7fac,,,37,urgent,75,4.0,
T-9f2d91,A-2e3bad,,,18,low,110,4.0,
T-320686,A-7c5768,,,8,high,170,5.0,
T-a838f4,A-e36807,,,69,medium,159,4.0,
T-d9f5fb,A-ab438f,,,63,urgent,86,4.0,
T-4dc68c,A-1f0ac7,,,14,low,174,4.0,
T-5ef304,A-faa28c,,,44,low,139,4.0,
T-cfec7f,A-089363,,,21,medium,75,4.0,
T-9b3a8d,A-f1f639,,,21,urgent,90,4.0,
T-706e49,A-5b1bcd,,,58,low,124,4.0,
T-a9e396,A-8adedc,,,54,low,124,4.0,
T-9df65f,A-c42f1f,,,36,urgent,8,4.0,
T-0e9c68,A-3d957b,,,45,urgent,125,4.0,
T-ff4462,A-702032,,,3,high,140,4.0,
T-e8df78,A-e83938,,,3,low,52,3.0,
T-082788,A-00bed1,,,6,urgent,174,4.0,
T-41c4aa,A-f45426,,,11,low,144,4.0,
T-559617,A-69b156,,,20,high,30,4.0,
T-91b90d,A-e08cd3,,,17,high,109,4.0,
T-9f53ca,A-1b9609,,,29,high,157,4.0,
T-aba492,A-3793ee,,,9,low,36,4.0,
T-b1c40d,A-139c3b,,,13,low,37,4.0,
T-b68fa5,A-e08cd3,,,11,medium,101,4.0,
T-13b65c,A-e43bf7,,,18,urgent,135,5.0,
T-2c42d0,A-e693b6,,,1,urgent,144,3.0,
T-583d4d,A-df1e44,,,38,medium,91,5.0,
T-19c13c,A-fdfc91,,,13,urgent,177,4.0,
T-671909,A-310452,,,58,medium,60,5.0,
T-cdecbd,A-9c18c4,,,12,low,133,3.0,
T-8934e8,A-92a3af,,,71,medium,49,4.0,
T-9d9a08,A-66224b,,,66,urgent,105,3.0,
T-27d2a6,A-fda07f,,,31,low,102,4.0,
T-f5bee9,A-c16cf7,,,51,low,124,3.0,
T-4f404a,A-bb1486,,,2,high,115,4.0,
T-454d17,A-b3fe05,,,17,urgent,90,3.0,
T-61208e,A-2789e3,,,67,medium,3,4.0,
T-3e18cf,A-35083d,,,60,high,152,4.0,
T-ead922,A-86902e,,,6,urgent,16,5.0,
T-da4f37,A-69b156,,,9,low,161,4.0,
T-0e6a8b,A-b44e3e,,,71,medium,66,4.0,
T-a1bceb,A-3a7284,,,41,high,105,4.0,
T-57367e,A-b3fe05,,,63,high,39,4.0,
T-0aeed3,A-e5d6ab,,,24,low,151,4.0,
T-60c7c9,A-02fac6,,,28,low,45,4.0,
T-c67fd7,A-d3c88e,,,53,urgent,30,4.0,
T-2521f4,A-812c5b,,,14,urgent,13,4.0,
T-2066b3,A-80eeb6,,,50,urgent,87,3.0,
T-47940c,A-a865bd,,,42,medium,34,3.0,
T-c17382,A-9f0b68,,,4,urgent,89,3.0,
T-574fcf,A-09540c,,,27,medium,106,5.0,
T-baea58,A-6e08f3,,,47,low,152,4.0,
T-136b9e,A-e4144b,,,54,high,164,4.0,
T-14733a,A-0b0d6d,,,16,high,155,5.0,
T-2fc301,A-7c4956,,,11,high,102,4.0,
T-5f7300,A-54d94a,,,59,medium,117,4.0,
T-d84002,A-1619f8,,,59,low,2,5.0,
T-d85104,A-f9cc74,,,23,low,151,5.0,
T-b6eb59,A-0532a9,,,17,medium,4,4.0,
T-6c4112,A-bece89,,,44,urgent,56,4.0,
T-da4869,A-342303,,,12,medium,79,5.0,
T-81b73d,A-ccc747,,,61,medium,9,4.0,
T-a6e8f4,A-751c58,,,68,low,172,4.0,
T-6b989d,A-328bd0,,,65,high,49,4.0,
T-2694cc,A-2ebb4b,,,51,high,124,3.0,
T-60bb06,A-417d2f,,,56,low,144,4.0,
T-e733d2,A-c1dfe1,,,53,low,133,4.0,
T-1103cb,A-40906c,,,5,low,113,5.0,
T-7a5dca,A-d792a6,,,67,high,28,4.0,
T-9b4be2,A-1b7577,,,42,low,112,5.0,
T-4d5634,A-13466a,,,71,medium,76,3.0,
T-06d051,A-cc1d8d,,,1,medium,94,4.0,
T-f62fdf,A-854864,,,12,high,23,4.0,
T-f255e4,A-40a557,,,29,medium,146,3.0,
T-fad580,A-410e86,,,57,low,103,3.0,
T-1dd5b9,A-1b7577,,,2,high,74,4.0,
T-7d4d61,A-4f18f0,,,71,urgent,75,5.0,
T-659542,A-443f6f,,,13,low,167,4.0,
T-742d41,A-149a69,,,9,medium,63,5.0,
T-b72962,A-410e86,,,61,medium,128,4.0,
T-fb779c,A-5b1bcd,,,67,urgent,89,4.0,
T-b43d8e,A-3cc791,,,20,low,84,4.0,
T-204881,A-671f31,,,28,urgent,80,5.0,
T-3d5a91,A-bb1eaa,,,6,urgent,78,5.0,
T-3aa7e7,A-69b156,,,33,low,96,4.0,
T-c195e0,A-075038,,,37,high,4,3.0,
T-7dc53f,A-8b25f2,,,19,low,86,3.0,
T-1b9c71,A-f03140,,,52,high,79,4.0,
T-921d17,A-eb2fdc,,,24,low,50,4.0,
T-16a224,A-4437e4,,,37,medium,134,4.0,
T-95e4a6,A-4a4c2d,,,44,high,128,5.0,
T-c014ff,A-40de06,,,50,low,68,4.0,
T-ca352f,A-22d9d2,,,31,high,140,4.0,
T-83656f,A-117171,,,34,low,33,4.0,
T-863c07,A-34d880,,,42,urgent,12,3.0,
T-aeb97e,A-922109,,,1,medium,151,4.0,
T-56fa73,A-2e3bad,,,71,low,49,4.0,
T-519f79,A-702032,,,13,low,176,3.0,
T-5b3664,A-751c58,,,8,low,60,4.0,
T-db5a57,A-66224b,,,46,high,43,5.0,
T-b52bf0,A-855a48,,,34,high,157,4.0,
T-3b9875,A-4a267b,,,52,urgent,168,4.0,
T-ba77b3,A-bc87bc,,,24,high,136,4.0,
T-762c9d,A-86902e,,,31,high,118,4.0,
T-4b2bf5,A-e7a1e2,,,45,low,37,4.0,
T-49e4f6,A-a45270,,,57,high,46,4.0,
T-5bca42,A-0532a9,,,18,low,62,4.0,
T-a2a84a,A-d792a6,,,45,medium,36,4.0,
T-53a3f9,A-2e4581,,,19,high,118,4.0,
T-dc9ef3,A-139c3b,,,64,urgent,63,4.0,
T-3830ca,A-5c9849,,,49,urgent,7,4.0,
T-c18da8,A-7f6b86,,,2,high,91,4.0,
T-4630ac,A-67be94,,,33,urgent,47,4.0,
T-d65b5b,A-328bd0,,,47,medium,103,3.0,
T-539103,A-65a46c,,,68,urgent,134,3.0,
T-2b8a81,A-9affe6,,,50,urgent,12,3.0,
T-8416bb,A-9affe6,,,60,high,165,4.0,
T-42efc2,A-2e3bad,,,23,high,159,4.0,
T-0171b1,A-4a4c2d,,,54,high,153,4.0,
T-93c07c,A-17939a,,,8,low,152,4.0,
T-6ba61d,A-484819,,,66,high,165,4.0,
T-d466fd,A-65c341,,,2,high,122,4.0,
T-04c2d4,A-0dbdc6,,,37,low,86,4.0,
T-a6af13,A-84ebe4,,,35,low,149,4.0,
T-aacbf9,A-7920cc,,,43,medium,160,4.0,
T-ede109,A-de24d5,,,69,medium,165,4.0,
T-578a17,A-5790f4,,,72,low,133,4.0,
T-10521d,A-8ae3fc,,,28,urgent,110,3.0,
T-6816fd,A-d4ac0e,,,16,medium,28,3.0,
T-5d5c80,A-684255,,,10,urgent,153,4.0,
T-454c29,A-c43359,,,46,urgent,176,4.0,
T-6bfc83,A-bc87bc,,,49,urgent,59,4.0,
T-74476f,A-bb3bd4,,,53,low,145,4.0,
T-a89311,A-44dc83,,,65,urgent,93,4.0,
T-b9e950,A-bd4708,,,11,low,151,4.0,
T-c4a1cf,A-1e1b80,,,43,urgent,59,3.0,
T-5b26fc,A-fd9422,,,30,medium,47,3.0,
T-82577a,A-56962b,,,13,low,117,4.0,
T-116765,A-c4ea60,,,20,urgent,65,4.0,
T-2ac4b6,A-779e4e,,,22,low,36,3.0,
T-bdc16a,A-9077b0,,,51,high,53,5.0,
T-d03843,A-883b7d,,,18,urgent,14,4.0,
T-17f85e,A-bece89,,,35,urgent,133,3.0,
T-ce4793,A-40906c,,,66,urgent,60,4.0,
T-c7e31c,A-3cc791,,,54,high,179,4.0,
T-d3800a,A-5a3eb9,,,27,urgent,49,4.0,
T-50cda9,A-700ade,,,17,urgent,117,5.0,
T-ee1ef3,A-b11cd0,,,66,medium,141,3.0,
T-0aca85,A-8bde0c,,,13,medium,153,4.0,
T-22968c,A-0cc442,,,31,low,21,4.0,
T-f0ac4b,A-4437e4,,,56,high,15,3.0,
T-f660fd,A-526d93,,,63,urgent,161,4.0,
T-772188,A-fda07f,,,10,urgent,68,5.0,
T-b181e3,A-65c341,,,69,urgent,25,4.0,
T-d01651,A-7988d1,,,52,urgent,61,5.0,
T-2422ea,A-526d93,,,63,high,49,4.0,
T-7929a5,A-c16b88,,,56,high,158,3.0,
T-34db33,A-625d0b,,,53,medium,21,4.0,
T-e58f06,A-7f4db3,,,29,high,155,3.0,
T-5ed6b6,A-d42431,,,10,urgent,176,4.0,
T-e9516d,A-1986ca,,,24,urgent,107,4.0,
T-0016ab,A-560d27,,,67,medium,58,3.0,
T-f4724a,A-068fc6,,,46,urgent,104,4.0,
T-9b56ac,A-69b156,,,22,medium,156,3.0,
T-699684,A-c42f1f,,,57,medium,140,4.0,
T-cd31c2,A-0651a4,,,47,high,9,4.0,
T-133e5c,A-17939a,,,71,urgent,85,4.0,
T-afb7aa,A-f45426,,,2,urgent,25,4.0,
T-b91fc6,A-d922bf,,,72,high,175,4.0,
T-cbdb70,A-f1f639,,,15,medium,167,4.0,
T-87b6c4,A-716841,,,37,medium,119,4.0,
T-d9e61f,A-b54c01,,,55,low,48,4.0,
T-5b0a56,A-78f02b,,,68,medium,42,4.0,
T-e7c6b3,A-51ec1b,,,28,medium,171,5.0,
T-016258,A-ed510f,,,51,low,48,4.0,
T-7935c3,A-d4e0d4,,,56,low,114,5.0,
T-f7a0c0,A-544d0a,,,50,urgent,35,3.0,
T-288bdf,A-038089,,,39,high,102,5.0,
T-ccab6b,A-adc1f3,,,70,high,129,4.0,
T-a3d4db,A-0aaf6e,,,12,medium,38,4.0,
T-61605e,A-671f31,,,25,medium,68,4.0,
T-63500c,A-bc4d48,,,63,high,4,3.0,
T-0ae05a,A-7cfe77,,,1,medium,38,4.0,
T-6a8698,A-117171,,,13,medium,59,3.0,
T-00b930,A-bbe56f,,,23,high,179,4.0,
T-a289f8,A-2446e3,,,72,medium,55,5.0,
T-65b231,A-a6d261,,,62,low,137,5.0,
T-4f5aab,A-186a44,,,19,high,35,4.0,
T-67eb6f,A-712f1c,,,51,urgent,46,4.0,
T-87a53c,A-2d4502,,,13,medium,45,4.0,
T-1c81a5,A-1f7acb,,,42,high,40,5.0,
T-de8424,A-f1f639,,,3,low,19,4.0,
T-ec6d18,A-4e0e85,,,56,high,110,5.0,
T-699941,A-7d514c,,,43,urgent,23,4.0,
T-1e5e13,A-249769,,,16,high,180,3.0,
T-687ec1,A-0dbdc6,,,60,high,65,5.0,
T-88702a,A-50f3f7,,,16,high,13,4.0,
T-3196fb,A-dfbd31,,,18,high,68,4.0,
T-4e7b8f,A-e51ec7,,,51,medium,94,4.0,
T-0652b3,A-cbbe12,,,23,urgent,53,5.0,
T-c50b96,A-149a69,,,31,urgent,141,4.0,
T-220f5a,A-7c5768,,,62,urgent,61,4.0,
T-399dc3,A-462d45,,,29,medium,127,4.0,
T-73a01a,A-2789e3,,,33,medium,140,4.0,
T-f07874,A-cb5333,,,20,urgent,89,4.0,
T-d8b95c,A-82861f,,,6,urgent,5,4.0,
T-88d958,A-4c6f11,,,60,urgent,2,3.0,
T-fa61ed,A-5c046d,,,13,low,128,3.0,
T-0b025f,A-c37cab,,,27,high,87,5.0,
T-8ab508,A-0f7d77,,,13,high,82,4.0,
T-be7c14,A-34ea2f,,,25,low,77,4.0,
T-217098,A-2d1036,,,50,low,8,5.0,
T-80157c,A-6f50ae,,,49,urgent,46,4.0,
T-67c060,A-883b7d,,,43,low,72,3.0,
T-d3b3e1,A-de24d5,,,9,medium,152,4.0,
T-c79d58,A-463db0,,,49,medium,32,4.0,
T-4f391f,A-86fc1d,,,9,high,59,4.0,
T-fa6044,A-f1f639,,,19,high,124,5.0,
T-617256,A-6843f2,,,12,medium,134,3.0,
T-81da6c,A-337bc1,,,37,high,78,3.0,
T-637137,A-2b9d3e,,,33,high,68,4.0,
T-837699,A-751bd4,,,21,urgent,174,5.0,
T-2748bc,A-0e966d,,,61,high,73,4.0,
T-538074,A-6a4e2d,,,22,low,156,4.0,
T-7480c9,A-4f18f0,,,31,low,39,4.0,
T-0d0fed,A-ff79f2,,,37,medium,29,4.0,
T-a64b83,A-f97b9a,,,2,urgent,121,4.0,
T-563a64,A-b9f5b1,,,25,medium,15,3.0,
T-2cb775,A-e351e1,,,2,low,101,4.0,
T-c83359,A-9208f0,,,20,low,25,3.0,
T-47a586,A-c43359,,,2,high,43,4.0,
T-948932,A-afa505,,,36,low,116,4.0,
T-87bb00,A-c70870,,,24,medium,62,3.0,
T-fd629f,A-dcc3f1,,,17,high,52,4.0,
T-04dbe2,A-22d9d2,,,14,urgent,25,4.0,
T-b55b60,A-659280,,,22,low,50,5.0,
T-0721f7,A-a1b80b,,,36,low,15,5.0,
T-394a48,A-296d7c,,,67,low,170,4.0,
T-9d7afa,A-86fc1d,,,19,urgent,30,4.0,
T-207054,A-331424,,,29,medium,43,4.0,
T-f8e692,A-ed510f,,,26,low,110,4.0,
T-80126f,A-94d3da,,,16,urgent,52,3.0,
T-bcd0eb,A-b3fe05,,,47,high,173,3.0,
T-53266e,A-337bc1,,,53,high,30,5.0,
T-2e22ae,A-69b156,,,28,high,8,4.0,
T-c42d1d,A-fd9422,,,52,urgent,79,4.0,
T-3ec5db,A-8ed5dd,,,48,urgent,84,3.0,
T-55400f,A-84ebe4,,,5,medium,133,4.0,
T-32884f,A-18793f,,,44,high,5,5.0,
T-9b7861,A-c16101,,,37,high,23,5.0,
T-9efe75,A-55f257,,,65,low,13,5.0,
T-e4d183,A-44dc83,,,24,low,6,5.0,
T-96c05e,A-02fac6,,,10,medium,53,4.0,
T-7e7eb8,A-d77f4c,,,54,low,68,3.0,
T-8b710d,A-b179bf,,,9,low,6,4.0,
T-50ec38,A-de58ca,,,42,high,127,3.0,
T-ad5952,A-202b67,,,8,urgent,23,5.0,
T-7ebbcc,A-ba6516,,,15,urgent,71,4.0,
T-4f7055,A-e61e98,,,41,urgent,117,3.0,
T-cc8d03,A-69fad4,,,46,medium,22,3.0,
T-c30d17,A-7988d1,,,9,low,104,5.0,
T-f443cd,A-dcc3f1,,,39,urgent,86,3.0,
T-ebb763,A-f44180,,,61,urgent,89,5.0,
T-34ad09,A-fabe19,,,47,urgent,37,4.0,
T-5c2e35,A-034368,,,33,urgent,123,4.0,
T-afa081,A-9123ac,,,63,medium,105,3.0,
T-367fe2,A-f17767,,,39,medium,125,3.0,
T-ef7c2f,A-94d3da,,,43,urgent,139,3.0,
T-9ff2ab,A-32fb14,,,17,urgent,10,4.0,
T-b6fed7,A-798a3f,,,45,high,9,4.0,
T-16818f,A-139c3b,,,42,medium,131,4.0,
T-a41057,A-22f2df,,,25,high,131,4.0,
T-152c1d,A-779e4e,,,40,urgent,171,5.0,
T-f17009,A-309e54,,,52,medium,71,4.0,
T-d6943a,A-76fa4d,,,14,low,86,5.0,
T-7a84fc,A-5a215a,,,24,low,4,5.0,
T-000c31,A-3ce5b8,,,21,urgent,65,4.0,
T-f5f28c,A-9badbd,,,34,low,149,5.0,
T-1b7a8e,A-a7bd4b,,,28,urgent,169,4.0,
T-964182,A-104f1a,,,11,medium,19,3.0,
T-fb59aa,A-e08cd3,,,14,high,96,4.0,
T-49e572,A-59f724,,,26,medium,48,5.0,
T-173d0c,A-f1f639,,,41,high,19,5.0,
T-9cbdc5,A-c222ab,,,9,medium,18,4.0,
T-534a33,A-5c9849,,,53,low,12,4.0,
T-b87a5a,A-b7724f,,,43,low,175,4.0,
T-76d301,A-e4144b,,,55,urgent,178,4.0,
T-7d5bb9,A-c58f49,,,52,urgent,31,4.0,
T-ad72a6,A-342303,,,10,high,10,4.0,
T-370b82,A-712426,,,49,low,87,5.0,
T-913bc6,A-600734,,,30,urgent,117,4.0,
T-262c36,A-86902e,,,67,medium,165,4.0,
T-b685e1,A-02cd81,,,37,medium,111,4.0,
T-1a19ef,A-2d1036,,,20,medium,98,5.0,
T-85c450,A-439b2f,,,5,low,67,4.0,
T-b0063c,A-8b0451,,,23,high,111,3.0,
T-a0d060,A-9208f0,,,12,low,18,4.0,
T-93f669,A-443f6f,,,36,high,154,4.0,
T-34deb3,A-53f4e3,,,50,high,150,4.0,
T-57f1af,A-432483,,,51,urgent,128,4.0,
T-ba59c1,A-bbc346,,,51,medium,156,5.0,
T-7917a1,A-8ed5dd,,,40,high,125,4.0,
T-d532cc,A-4f18f0,,,34,low,34,4.0,
T-de7b56,A-6f8ad2,,,59,medium,3,5.0,
T-9890b1,A-96bbc6,,,64,high,58,4.0,
T-f4b555,A-cbd1a3,,,32,medium,3,4.0,
T-d97c4e,A-e5d6ab,,,50,high,9,4.0,
T-810e51,A-eb7c38,,,5,low,83,4.0,
T-a8d3cc,A-e98302,,,42,urgent,57,4.0,
T-1ce392,A-ad3abd,,,25,urgent,164,3.0,
T-8f5672,A-c37601,,,59,urgent,5,4.0,
T-4fa65e,A-a09355,,,18,urgent,55,4.0,
T-8d66fe,A-d40bf7,,,27,urgent,171,5.0,
T-788eff,A-029f69,,,35,urgent,131,3.0,
