subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-5178de,A-e61e98,,,Pro,40,1960,23520,,,,,annual,
S-375190,A-d4ac0e,,,Pro,25,1225,14700,,,,,monthly,
S-2c5e1c,A-4814a3,,,Enterprise,87,17313,207756,,,,,monthly,
S-84e146,A-d82ef9,,,Basic,53,1007,12084,,,,,monthly,
S-5fea89,A-2e3bad,,,Enterprise,61,12139,145668,,,,,monthly,
S-a18bb2,A-09540c,,,Pro,67,3283,39396,,,,,monthly,
S-41d4ca,A-90a8c8,,,Pro,21,0,0,,,,,monthly,
S-c6acda,A-1e1b80,,,Enterprise,50,0,0,,,,,annual,
S-918151,A-855a48,,,Enterprise,27,5373,64476,,,,,annual,
S-38a5fb,A-6843f2,,,Enterprise,21,4179,50148,,,,,monthly,
S-dea1f5,A-bb1eaa,,,Basic,21,399,4788,,,,,annual,
S-fee7b2,A-1986ca,,,Enterprise,31,6169,74028,,,,,monthly,
S-875645,A-2d1036,,,Basic,69,1311,15732,,,,,monthly,
S-f018e9,A-019782,,,Basic,14,266,3192,,,,,annual,
S-8a74bb,A-ac9111,,,Enterprise,36,0,0,,,,,monthly,
S-2aa395,A-c45b23,,,Basic,5,95,1140,,,,,monthly,
S-7de656,A-f17767,,,Pro,14,686,8232,,,,,annual,
S-f2ccdd,A-956988,,,Enterprise,32,6368,76416,,,,,annual,
S-e2fd71,A-158f4e,,,Basic,61,1159,13908,,,,,monthly,
S-9b493e,A-5b051a,,,Basic,22,418,5016,,,,,monthly,
S-742e23,A-aa9511,,,Pro,23,1127,13524,,,,,annual,
S-e7fe6f,A-35083d,,,Pro,42,2058,24696,,,,,annual,
S-2940a5,A-b2225d,,,Enterprise,47,0,0,,,,,annual,
S-0fc93f,A-5fe118,,,Basic,39,741,8892,,,,,annual,
S-81a509,A-8b25f2,,,Basic,11,209,2508,,,,,annual,
S-62f5b1,A-20736a,,,Enterprise,50,9950,119400,,,,,annual,
S-a801d1,A-4c38bc,,,Enterprise,36,7164,85968,,,,,monthly,
S-ad1e4a,A-d3c88e,,,Basic,16,0,0,,,,,monthly,
S-ad3ef7,A-35083d,,,Enterprise,19,0,0,,,,,annual,
S-a5a40b,A-180abf,,,Enterprise,64,12736,152832,,,,,annual,
S-05b245,A-e61e98,,,Enterprise,34,6766,81192,,,,,annual,
S-3cc641,A-3be56b,,,Basic,7,133,1596,,,,,monthly,
S-f973d4,A-5247b3,,,Pro,24,1176,14112,,,,,monthly,
S-f25e72,A-66224b,,,Pro,92,4508,54096,,,,,annual,
S-4f81c2,A-ed510f,,,Pro,42,2058,24696,,,,,monthly,
S-b65ff3,A-c37601,,,Enterprise,6,1194,14328,,,,,annual,
S-5f5b36,A-d42431,,,Enterprise,22,4378,52536,,,,,monthly,
S-e5c35c,A-66224b,,,Enterprise,92,18308,219696,,,,,monthly,
S-bc66af,A-157070,,,Pro,18,882,10584,,,,,monthly,
S-eff39c,A-118f1c,,,Enterprise,32,6368,76416,,,,,annual,
S-3c0075,A-9123ac,,,Basic,11,209,2508,,,,,monthly,
S-aaaa83,A-712533,,,Basic,45,0,0,,,,,monthly,
S-a09141,A-e3bd71,,,Enterprise,31,6169,74028,,,,,annual,
S-19edee,A-55f257,,,Enterprise,21,4179,50148,,,,,monthly,
S-6f0169,A-86cdb4,,,Pro,3,147,1764,,,,,monthly,
S-bfdb45,A-cb6cc6,,,Enterprise,13,0,0,,,,,annual,
S-9da0f3,A-1d5444,,,Enterprise,41,8159,97908,,,,,monthly,
S-68adfa,A-7f29a7,,,Basic,41,0,0,,,,,monthly,
S-fcd231,A-712426,,,Enterprise,63,0,0,,,,,annual,
S-9a1e04,A-de24d5,,,Enterprise,5,995,11940,,,,,annual,
S-38b3b4,A-533452,,,Enterprise,26,5174,62088,,,,,annual,
S-b69fa2,A-029f69,,,Pro,27,1323,15876,,,,,monthly,
S-a924c2,A-3cc791,,,Pro,6,294,3528,,,,,annual,
S-05553e,A-bc87bc,,,Enterprise,31,6169,74028,,,,,annual,
S-6ace80,A-6f8ad2,,,Enterprise,7,1393,16716,,,,,monthly,
S-0b2faf,A-c45b23,,,Basic,15,0,0,,,,,monthly,
S-c01d79,A-296d7c,,,Basic,24,0,0,,,,,monthly,
S-df69fe,A-e7a1e2,,,Enterprise,44,8756,105072,,,,,annual,
S-f9d635,A-a1b80b,,,Enterprise,52,10348,124176,,,,,monthly,
S-d96652,A-503d5a,,,Enterprise,7,0,0,,,,,monthly,
S-869bba,A-b9f5b1,,,Enterprise,15,0,0,,,,,annual,
S-7c1eb9,A-d3c88e,,,Basic,21,399,4788,,,,,annual,
S-3f00dc,A-6f50ae,,,Pro,19,931,11172,,,,,annual,
S-60ea07,A-3be56b,,,Pro,14,686,8232,,,,,annual,
S-7052a5,A-d5a319,,,Basic,16,304,3648,,,,,annual,
S-1b713e,A-1d5444,,,Basic,24,0,0,,,,,annual,
S-63e79e,A-7c5768,,,Enterprise,25,0,0,,,,,annual,
S-a54fb2,A-8ae05d,,,Basic,86,1634,19608,,,,,annual,
S-07734f,A-b7ef83,,,Basic,8,152,1824,,,,,annual,
S-6015db,A-b179bf,,,Enterprise,43,8557,102684,,,,,annual,
S-1e3a06,A-2b9d3e,,,Enterprise,2,398,4776,,,,,monthly,
S-82a67a,A-712426,,,Pro,15,735,8820,,,,,annual,
S-531e3a,A-e5d6ab,,,Basic,39,741,8892,,,,,monthly,
S-7d8dde,A-3932db,,,Enterprise,35,6965,83580,,,,,monthly,
S-f00f7e,A-35083d,,,Pro,25,1225,14700,,,,,monthly,
S-92f78a,A-6e08f3,,,Enterprise,11,2189,26268,,,,,monthly,
S-1200b3,A-32fb14,,,Basic,26,494,5928,,,,,annual,
S-e2799b,A-4c56c9,,,Enterprise,13,2587,31044,,,,,monthly,
S-155b3e,A-18793f,,,Enterprise,148,29452,353424,,,,,annual,
S-691bff,A-9174e0,,,Basic,37,703,8436,,,,,annual,
S-5ddf8d,A-7f6b86,,,Basic,45,855,10260,,,,,annual,
S-57019e,A-ad296b,,,Pro,38,0,0,,,,,annual,
S-36480d,A-52dd88,,,Pro,30,1470,17640,,,,,annual,
S-ad7716,A-af0cd2,,,Pro,19,931,11172,,,,,annual,
S-6cd38d,A-202b67,,,Basic,22,418,5016,,,,,annual,
S-88c79e,A-e3bd71,,,Enterprise,31,6169,74028,,,,,monthly,
S-42fb01,A-bece89,,,Pro,28,1372,16464,,,,,monthly,
S-393c51,A-ba6516,,,Basic,27,513,6156,,,,,annual,
S-29ec80,A-625d0b,,,Enterprise,9,1791,21492,,,,,annual,
S-9bf16e,A-533452,,,Pro,9,441,5292,,,,,monthly,
S-5d5a8d,A-2922b6,,,Pro,15,735,8820,,,,,annual,
S-b18d59,A-bd4708,,,Pro,37,1813,21756,,,,,annual,
S-56cb4f,A-cab532,,,Pro,23,1127,13524,,,,,annual,
S-3fa87d,A-81edc3,,,Enterprise,5,995,11940,,,,,monthly,
S-96e3e8,A-d3c88e,,,Basic,16,304,3648,,,,,monthly,
S-b834a9,A-dcc3f1,,,Basic,26,494,5928,,,,,annual,
S-7452a4,A-118d55,,,Enterprise,29,5771,69252,,,,,monthly,
S-7b65f4,A-7f29a7,,,Basic,41,779,9348,,,,,monthly,
S-a3300f,A-81edc3,,,Enterprise,5,995,11940,,,,,annual,
S-a9b904,A-7641d3,,,Basic,8,152,1824,,,,,monthly,
S-43b6e9,A-bbc346,,,Enterprise,27,5373,64476,,,,,monthly,
S-eec4d5,A-0532a9,,,Basic,19,361,4332,,,,,annual,
S-7ac30a,A-54ecc2,,,Enterprise,5,995,11940,,,,,annual,
S-c696fa,A-db5e9e,,,Basic,9,171,2052,,,,,monthly,
S-86ed20,A-3f9cc0,,,Enterprise,22,4378,52536,,,,,monthly,
S-dda681,A-8bde0c,,,Pro,12,588,7056,,,,,monthly,
S-88d746,A-0aaf6e,,,Enterprise,18,3582,42984,,,,,monthly,
S-fc01ba,A-ba6516,,,Pro,35,0,0,,,,,monthly,
S-0586ad,A-7920cc,,,Enterprise,39,7761,93132,,,,,monthly,
S-24631a,A-4d1e75,,,Basic,20,380,4560,,,,,monthly,
S-3d0e5c,A-dcc2f0,,,Enterprise,19,0,0,,,,,monthly,
S-519509,A-1ac5e0,,,Basic,33,627,7524,,,,,annual,
S-8b9deb,A-6c093d,,,Pro,7,343,4116,,,,,monthly,
S-31178d,A-b7ef83,,,Pro,26,1274,15288,,,,,annual,
S-b29d83,A-51ec1b,,,Basic,11,209,2508,,,,,annual,
S-a384d2,A-d62e02,,,Enterprise,21,4179,50148,,,,,monthly,
S-a61485,A-d922bf,,,Enterprise,32,6368,76416,,,,,monthly,
S-d1f12e,A-3a5ad8,,,Enterprise,31,6169,74028,,,,,monthly,
S-021985,A-66224b,,,Enterprise,92,18308,219696,,,,,monthly,
S-6cb472,A-922109,,,Pro,8,392,4704,,,,,annual,
S-fdb8f1,A-09316c,,,Enterprise,70,13930,167160,,,,,annual,
S-d9d52b,A-22d9d2,,,Pro,30,1470,17640,,,,,annual,
S-6754a4,A-1f559b,,,Basic,10,190,2280,,,,,annual,
S-b11cdb,A-05d3b3,,,Basic,24,456,5472,,,,,annual,
S-a84e7f,A-e89151,,,Enterprise,8,1592,19104,,,,,annual,
S-4f3f73,A-1b9609,,,Pro,4,196,2352,,,,,annual,
S-164594,A-c42f1f,,,Basic,15,285,3420,,,,,annual,
S-aef18a,A-4a267b,,,Pro,25,0,0,,,,,annual,
S-16dc40,A-ce550d,,,Pro,51,2499,29988,,,,,monthly,
S-a8299c,A-e60f9d,,,Enterprise,29,5771,69252,,,,,monthly,
S-842582,A-104f1a,,,Pro,45,0,0,,,,,annual,
S-6956dc,A-40906c,,,Pro,92,4508,54096,,,,,annual,
S-2aad81,A-700ade,,,Basic,7,133,1596,,,,,annual,
S-f09511,A-4437e4,,,Enterprise,3,597,7164,,,,,monthly,
S-52d03a,A-342303,,,Enterprise,10,0,0,,,,,annual,
S-70b537,A-526d93,,,Enterprise,43,8557,102684,,,,,annual,
S-8e7d28,A-7f6b86,,,Pro,45,0,0,,,,,monthly,
S-3128b4,A-30b4ca,,,Enterprise,86,17114,205368,,,,,monthly,
S-ce9977,A-42e5e1,,,Enterprise,53,0,0,,,,,monthly,
S-16486d,A-0651a4,,,Pro,16,784,9408,,,,,monthly,
S-c5835c,A-812c5b,,,Basic,55,0,0,,,,,monthly,
S-890baf,A-6e7827,,,Pro,3,147,1764,,,,,monthly,
S-ec0efa,A-45ce7a,,,Basic,22,418,5016,,,,,monthly,
S-09ada1,A-87aa7b,,,Basic,24,456,5472,,,,,annual,
S-2ecaea,A-756192,,,Enterprise,25,4975,59700,,,,,monthly,
S-0d86a4,A-700ade,,,Pro,12,588,7056,,,,,monthly,
S-a2f231,A-1f559b,,,Pro,59,2891,34692,,,,,monthly,
S-dbcf87,A-a8d89d,,,Enterprise,13,2587,31044,,,,,monthly,
S-d6e421,A-fd7ad3,,,Pro,10,0,0,,,,,annual,
S-50815c,A-e3bd71,,,Basic,31,589,7068,,,,,monthly,
S-25ec8c,A-6965e1,,,Pro,16,0,0,,,,,monthly,
S-180b6c,A-f3ff05,,,Basic,30,570,6840,,,,,monthly,
S-ae20d8,A-9289f6,,,Basic,12,228,2736,,,,,annual,
S-cb3c72,A-69b156,,,Enterprise,13,2587,31044,,,,,monthly,
S-7bb339,A-fa3095,,,Enterprise,70,13930,167160,,,,,annual,
S-374d5f,A-fabe19,,,Enterprise,5,995,11940,,,,,annual,
S-2f7250,A-3ce5b8,,,Pro,36,1764,21168,,,,,monthly,
S-1d081a,A-ad3abd,,,Pro,44,2156,25872,,,,,annual,
S-0e9f04,A-7c83a1,,,Enterprise,12,2388,28656,,,,,monthly,
S-d7163c,A-118d55,,,Pro,11,539,6468,,,,,monthly,
S-3bdedd,A-378b99,,,Basic,59,1121,13452,,,,,monthly,
S-14a95a,A-ffc04f,,,Pro,20,980,11760,,,,,monthly,
S-f15008,A-0aaf6e,,,Pro,12,588,7056,,,,,annual,
S-c76699,A-f9cc74,,,Basic,30,570,6840,,,,,monthly,
S-7456c5,A-8ae3fc,,,Basic,9,171,2052,,,,,monthly,
S-947b62,A-34ea2f,,,Enterprise,16,3184,38208,,,,,annual,
S-7b2efe,A-af0cd2,,,Basic,19,361,4332,,,,,monthly,
S-92421b,A-4e631b,,,Pro,22,0,0,,,,,monthly,
S-ede618,A-463db0,,,Pro,15,735,8820,,,,,annual,
S-65b963,A-e888d1,,,Basic,22,0,0,,,,,monthly,
S-adbb41,A-9289f6,,,Enterprise,24,0,0,,,,,annual,
S-ce6528,A-4a4c2d,,,Basic,54,1026,12312,,,,,annual,
S-c45df0,A-a45270,,,Enterprise,3,597,7164,,,,,monthly,
S-faee8b,A-56962b,,,Pro,163,0,0,,,,,monthly,
S-9bb9da,A-0be015,,,Pro,26,0,0,,,,,monthly,
S-913134,A-bbc346,,,Basic,40,760,9120,,,,,monthly,
S-0ada66,A-c4ea60,,,Enterprise,18,3582,42984,,,,,monthly,
S-75fe32,A-3793ee,,,Pro,49,2401,28812,,,,,annual,
S-1dfdd0,A-712426,,,Basic,13,247,2964,,,,,monthly,
S-4815a3,A-19b2c8,,,Basic,22,418,5016,,,,,monthly,
S-691d69,A-cea1f0,,,Enterprise,22,4378,52536,,,,,monthly,
S-e90e70,A-f51f16,,,Basic,2,38,456,,,,,annual,
S-8eb6df,A-c7ffc2,,,Enterprise,30,5970,71640,,,,,monthly,
S-4dae4f,A-6e08f3,,,Enterprise,20,3980,47760,,,,,monthly,
S-f4376f,A-9ee962,,,Basic,9,171,2052,,,,,annual,
S-ce5e0e,A-158f4e,,,Pro,61,2989,35868,,,,,annual,
S-5bc71c,A-d77f4c,,,Basic,8,152,1824,,,,,monthly,
S-80af85,A-2edab2,,,Basic,17,323,3876,,,,,annual,
S-9a115f,A-f5641b,,,Enterprise,45,8955,107460,,,,,monthly,
S-a959a3,A-ad3abd,,,Enterprise,44,8756,105072,,,,,monthly,
S-6def60,A-1e1b80,,,Basic,50,950,11400,,,,,monthly,
S-2a57b3,A-7e0a10,,,Basic,46,874,10488,,,,,annual,
S-b39049,A-4e44e8,,,Pro,18,0,0,,,,,monthly,
S-802cc6,A-eafc6e,,,Enterprise,34,6766,81192,,,,,annual,
S-19c44c,A-8b0451,,,Basic,41,779,9348,,,,,monthly,
S-396a83,A-1b7577,,,Enterprise,4,796,9552,,,,,monthly,
S-d1aacf,A-c70870,,,Basic,31,589,7068,,,,,annual,
S-2beaee,A-ffdfd5,,,Pro,92,4508,54096,,,,,annual,
S-16e21f,A-82d8a6,,,Enterprise,27,5373,64476,,,,,annual,
S-a918f3,A-d27f50,,,Enterprise,44,8756,105072,,,,,monthly,
S-b4b400,A-35083d,,,Pro,19,931,11172,,,,,annual,
S-52699f,A-df10db,,,Basic,14,266,3192,,,,,monthly,
S-52404a,A-cd458b,,,Basic,26,494,5928,,,,,annual,
S-dacc80,A-6965e1,,,Basic,13,247,2964,,,,,monthly,
S-91c435,A-dfbd31,,,Basic,14,266,3192,,,,,monthly,
S-64d514,A-65aeb5,,,Enterprise,56,11144,133728,,,,,annual,
S-006fed,A-ac9111,,,Basic,21,399,4788,,,,,monthly,
S-2aafa6,A-bbc346,,,Enterprise,19,3781,45372,,,,,annual,
S-1577c3,A-544d0a,,,Basic,3,0,0,,,,,monthly,
S-3ea3af,A-019782,,,Pro,11,539,6468,,,,,monthly,
S-615537,A-7f4db3,,,Pro,16,784,9408,,,,,annual,
S-fc8463,A-4e44e8,,,Basic,10,190,2280,,,,,annual,
S-8106d9,A-3a5ad8,,,Pro,36,1764,21168,,,,,monthly,
S-5b699e,A-b7b7b7,,,Basic,24,456,5472,,,,,annual,
S-021297,A-5ed98d,,,Enterprise,24,4776,57312,,,,,annual,
S-0f7a92,A-700ade,,,Pro,1,49,588,,,,,monthly,
S-85caaf,A-089363,,,Pro,2,98,1176,,,,,annual,
S-d8a52e,A-cc102e,,,Enterprise,15,2985,35820,,,,,monthly,
S-7b3fd3,A-5a92e7,,,Enterprise,4,796,9552,,,,,annual,
S-9a1297,A-b11cd0,,,Pro,26,1274,15288,,,,,annual,
S-858aa0,A-6da850,,,Enterprise,25,4975,59700,,,,,annual,
S-8b345c,A-c43359,,,Pro,38,0,0,,,,,monthly,
S-456829,A-f92792,,,Pro,26,1274,15288,,,,,annual,
S-c2cc5c,A-2bc93d,,,Enterprise,20,3980,47760,,,,,annual,
S-2126cd,A-f45426,,,Pro,9,441,5292,,,,,monthly,
S-91ab2e,A-c62e55,,,Pro,34,1666,19992,,,,,annual,
S-8cba1c,A-4814a3,,,Enterprise,87,0,0,,,,,monthly,
S-6ee525,A-9badbd,,,Enterprise,23,4577,54924,,,,,annual,
S-400e62,A-0f3e88,,,Basic,14,266,3192,,,,,annual,
S-5f2554,A-81edc3,,,Pro,12,588,7056,,,,,monthly,
S-877508,A-b3fe05,,,Pro,11,0,0,,,,,annual,
S-37b367,A-a8d89d,,,Basic,13,247,2964,,,,,annual,
S-ac6547,A-b20d99,,,Basic,20,380,4560,,,,,annual,
S-525864,A-a09355,,,Pro,14,686,8232,,,,,monthly,
S-856627,A-b48f73,,,Pro,80,3920,47040,,,,,annual,
S-195cd5,A-ae052e,,,Pro,40,1960,23520,,,,,monthly,
S-4e4ab7,A-eb1312,,,Basic,25,475,5700,,,,,monthly,
S-cfca40,A-7d514c,,,Enterprise,34,6766,81192,,,,,monthly,
S-a82909,A-3a5ad8,,,Enterprise,70,13930,167160,,,,,annual,
S-ab212b,A-f1f639,,,Basic,2,38,456,,,,,monthly,
S-92e1fc,A-45ce7a,,,Pro,16,0,0,,,,,monthly,
S-add36b,A-e3bd71,,,Enterprise,31,6169,74028,,,,,monthly,
S-dcde3f,A-ffc04f,,,Pro,13,0,0,,,,,monthly,
S-94fa70,A-1b7577,,,Pro,41,2009,24108,,,,,monthly,
S-80f65d,A-474ad4,,,Basic,23,437,5244,,,,,monthly,
S-1b373c,A-5b1bcd,,,Pro,73,3577,42924,,,,,annual,
S-54a3ed,A-f446b6,,,Pro,5,245,2940,,,,,monthly,
S-77c22b,A-6c093d,,,Enterprise,7,1393,16716,,,,,annual,
S-bf9e6d,A-9779ad,,,Enterprise,40,7960,95520,,,,,annual,
S-9daaad,A-e693b6,,,Enterprise,55,0,0,,,,,monthly,
S-d316df,A-726cfa,,,Basic,33,627,7524,,,,,annual,
S-d106d4,A-19b2c8,,,Enterprise,20,3980,47760,,,,,monthly,
S-4757c8,A-32728c,,,Basic,42,798,9576,,,,,annual,
S-504bce,A-474ad4,,,Enterprise,41,0,0,,,,,annual,
S-16be20,A-9c18c4,,,Pro,11,539,6468,,,,,monthly,
S-2ae5d8,A-c9bb3e,,,Pro,5,245,2940,,,,,monthly,
S-6522e4,A-9f0b68,,,Basic,22,418,5016,,,,,annual,
S-bc736c,A-d49cc5,,,Basic,50,950,11400,,,,,monthly,
S-1b7677,A-ced9aa,,,Enterprise,6,1194,14328,,,,,annual,
S-b8d2f6,A-17939a,,,Basic,19,0,0,,,,,monthly,
S-509f0d,A-794a0b,,,Pro,35,1715,20580,,,,,monthly,
S-708ac6,A-ab438f,,,Enterprise,30,5970,71640,,,,,monthly,
S-81510a,A-b54c01,,,Pro,29,1421,17052,,,,,annual,
S-80c24c,A-139c3b,,,Pro,17,833,9996,,,,,monthly,
S-843a53,A-bb1eaa,,,Enterprise,21,4179,50148,,,,,annual,
S-3b5031,A-dcc2f0,,,Pro,22,1078,12936,,,,,annual,
S-a29ba3,A-95b24a,,,Enterprise,38,7562,90744,,,,,monthly,
S-ce7c30,A-075038,,,Enterprise,17,3383,40596,,,,,monthly,
S-90c2a9,A-ced9aa,,,Pro,3,147,1764,,,,,annual,
S-3c52a6,A-2f6a32,,,Basic,19,361,4332,,,,,annual,
S-44ed0c,A-993085,,,Enterprise,31,6169,74028,,,,,annual,
S-2c9cea,A-df1e44,,,Basic,35,0,0,,,,,annual,
S-47cf94,A-e5d6ab,,,Basic,35,665,7980,,,,,annual,
S-f3d5d7,A-49b828,,,Enterprise,20,3980,47760,,,,,annual,
S-519f1c,A-0354fe,,,Basic,34,646,7752,,,,,monthly,
S-b75eaa,A-bf7919,,,Basic,12,228,2736,,,,,monthly,
S-106283,A-a45270,,,Enterprise,23,4577,54924,,,,,annual,
S-f093d0,A-f19b24,,,Pro,29,1421,17052,,,,,monthly,
S-9c19fe,A-bd4513,,,Enterprise,50,9950,119400,,,,,monthly,
S-f27134,A-d4ac0e,,,Basic,29,551,6612,,,,,annual,
S-ef83b4,A-a09355,,,Enterprise,33,6567,78804,,,,,monthly,
S-00fcc5,A-40de06,,,Basic,62,1178,14136,,,,,annual,
S-a6f0f1,A-d792a6,,,Pro,4,196,2352,,,,,annual,
S-2c4527,A-6965e1,,,Pro,13,637,7644,,,,,annual,
S-0144ac,A-5a215a,,,Enterprise,87,17313,207756,,,,,monthly,
S-8a50a0,A-cb5333,,,Basic,33,627,7524,,,,,monthly,
S-363c29,A-e7beab,,,Enterprise,21,4179,50148,,,,,annual,
S-f28cde,A-cdf020,,,Pro,23,1127,13524,,,,,annual,
S-ef00f5,A-e36807,,,Basic,6,114,1368,,,,,annual,
S-dbe2ac,A-5f7781,,,Basic,22,418,5016,,,,,annual,
S-b8fcc5,A-dbc825,,,Basic,85,1615,19380,,,,,annual,
S-37b6b2,A-4c6f11,,,Pro,24,1176,14112,,,,,annual,
S-a83bf1,A-089363,,,Basic,40,760,9120,,,,,monthly,
S-e301c9,A-1e1b80,,,Enterprise,50,0,0,,,,,monthly,
S-762cae,A-6e08f3,,,Pro,18,882,10584,,,,,annual,
S-261a8d,A-b2225d,,,Pro,47,2303,27636,,,,,monthly,
S-1c5955,A-378b99,,,Pro,12,588,7056,,,,,annual,
S-a99771,A-3c1a3f,,,Basic,25,0,0,,,,,annual,
S-ad02b5,A-c58f49,,,Enterprise,70,13930,167160,,,,,monthly,
S-e267d1,A-4a4c2d,,,Enterprise,54,10746,128952,,,,,annual,
S-0c4162,A-a8b49c,,,Basic,19,0,0,,,,,monthly,
S-49b640,A-956988,,,Enterprise,9,1791,21492,,,,,monthly,
S-327a60,A-1f0ac7,,,Basic,47,893,10716,,,,,annual,
S-9a41e6,A-9289f6,,,Enterprise,10,1990,23880,,,,,annual,
S-e1081c,A-5fe118,,,Enterprise,39,7761,93132,,,,,monthly,
S-f44c76,A-58b9ff,,,Pro,14,686,8232,,,,,monthly,
S-8e169f,A-0dbdc6,,,Pro,30,0,0,,,,,annual,
S-68e134,A-dbc825,,,Basic,19,361,4332,,,,,monthly,
S-7820a5,A-019782,,,Pro,15,735,8820,,,,,monthly,
S-d8c527,A-0a62f5,,,Basic,25,475,5700,,,,,monthly,
S-d30894,A-71615e,,,Enterprise,15,2985,35820,,,,,annual,
S-632337,A-7da956,,,Enterprise,14,2786,33432,,,,,monthly,
S-3d4f7a,A-ed510f,,,Pro,42,2058,24696,,,,,monthly,
S-956036,A-d922bf,,,Enterprise,30,5970,71640,,,,,annual,
S-873a22,A-fabe19,,,Enterprise,12,2388,28656,,,,,monthly,
S-868325,A-ac85cd,,,Basic,53,1007,12084,,,,,monthly,
S-0e8b21,A-8adedc,,,Basic,22,418,5016,,,,,monthly,
S-f50afe,A-117171,,,Basic,45,855,10260,,,,,annual,
S-28a4b7,A-1e1b80,,,Enterprise,50,9950,119400,,,,,annual,
S-3d46f8,A-3932db,,,Basic,23,437,5244,,,,,monthly,
S-bc0806,A-d792a6,,,Enterprise,4,796,9552,,,,,monthly,
S-9171f0,A-43a9e3,,,Basic,27,513,6156,,,,,annual,
S-38eb77,A-417d2f,,,Enterprise,26,5174,62088,,,,,monthly,
S-f3ff06,A-249769,,,Pro,8,392,4704,,,,,annual,
S-ecb8d5,A-df1e44,,,Basic,35,665,7980,,,,,annual,
S-1fddda,A-51ec1b,,,Enterprise,18,3582,42984,,,,,monthly,
S-876f0b,A-4c56c9,,,Basic,9,171,2052,,,,,annual,
S-5a5bdb,A-96bbc6,,,Pro,64,3136,37632,,,,,annual,
S-76a214,A-00bed1,,,Enterprise,49,9751,117012,,,,,annual,
S-4a89a7,A-10b8f2,,,Basic,47,893,10716,,,,,monthly,
S-c43a91,A-0e966d,,,Pro,13,637,7644,,,,,annual,
S-0a8200,A-5b1bcd,,,Enterprise,73,14527,174324,,,,,annual,
S-ece5a5,A-9ee962,,,Pro,30,1470,17640,,,,,annual,
S-80ed6b,A-b7b7b7,,,Pro,24,1176,14112,,,,,annual,
S-19950d,A-f9cc74,,,Pro,30,1470,17640,,,,,annual,
S-aaf847,A-ffc04f,,,Enterprise,13,2587,31044,,,,,monthly,
S-5d0f41,A-956988,,,Pro,23,1127,13524,,,,,monthly,
S-d041d2,A-054577,,,Pro,2,0,0,,,,,monthly,
S-4c6ee1,A-8bde0c,,,Pro,15,735,8820,,,,,annual,
S-991d05,A-cdf020,,,Pro,39,1911,22932,,,,,annual,
S-a3ab14,A-fdfc91,,,Pro,29,1421,17052,,,,,annual,
S-70c743,A-a2485e,,,Pro,68,3332,39984,,,,,annual,
S-c52d77,A-6e7827,,,Pro,1,49,588,,,,,monthly,
S-5d5250,A-afa505,,,Pro,70,3430,41160,,,,,monthly,
S-5f40a3,A-6da850,,,Basic,5,0,0,,,,,monthly,
S-b23d8d,A-2d1036,,,Basic,69,1311,15732,,,,,annual,
S-87db32,A-526d93,,,Enterprise,49,9751,117012,,,,,monthly,
S-38dcab,A-ad3abd,,,Basic,44,836,10032,,,,,annual,
S-aa7247,A-c7ffc2,,,Basic,30,570,6840,,,,,monthly,
S-58ccb4,A-bb1486,,,Pro,41,2009,24108,,,,,monthly,
S-3b5458,A-98a59a,,,Enterprise,56,11144,133728,,,,,monthly,
S-a9b8a2,A-b78bf8,,,Pro,33,1617,19404,,,,,annual,
S-41cf50,A-fa2041,,,Enterprise,15,2985,35820,,,,,monthly,
S-48d2b5,A-9c18c4,,,Basic,12,228,2736,,,,,monthly,
S-be655e,A-7f29a7,,,Basic,41,779,9348,,,,,annual,
S-8985d3,A-016043,,,Basic,26,494,5928,,,,,monthly,
S-9bf1a0,A-3932db,,,Basic,41,779,9348,,,,,monthly,
S-4571b1,A-df1e44,,,Basic,12,228,2736,,,,,annual,
S-1b4be3,A-b44e3e,,,Pro,40,1960,23520,,,,,annual,
S-ab37ae,A-f92792,,,Basic,6,0,0,,,,,monthly,
S-c23126,A-a45270,,,Enterprise,11,2189,26268,,,,,annual,
S-150930,A-592832,,,Enterprise,42,8358,100296,,,,,monthly,
S-7dcec3,A-c37601,,,Enterprise,15,2985,35820,,,,,annual,
S-88338a,A-503d5a,,,Enterprise,56,11144,133728,,,,,annual,
S-869430,A-9affe6,,,Pro,29,1421,17052,,,,,monthly,
S-5e6790,A-ba6516,,,Pro,27,1323,15876,,,,,monthly,
S-55ef07,A-94f8c9,,,Enterprise,13,2587,31044,,,,,annual,
S-8cc2e2,A-4437e4,,,Pro,27,1323,15876,,,,,monthly,
S-f71bb0,A-e51ec7,,,Enterprise,2,398,4776,,,,,annual,
S-cb7ea9,A-51ec1b,,,Enterprise,7,1393,16716,,,,,monthly,
S-9c06f8,A-692f18,,,Pro,19,931,11172,,,,,annual,
S-637b20,A-ac9111,,,Enterprise,56,0,0,,,,,monthly,
S-0b46b0,A-de24d5,,,Enterprise,7,1393,16716,,,,,monthly,
S-071ade,A-aa9511,,,Basic,23,437,5244,,,,,annual,
S-08a5fd,A-b9eed8,,,Enterprise,34,6766,81192,,,,,monthly,
S-acf8ce,A-78f02b,,,Pro,179,8771,105252,,,,,monthly,
S-104941,A-fdfc91,,,Basic,29,551,6612,,,,,monthly,
